"mouse_gene","human_gene"
"Pramel44","PRAMEF1"
"Pramel44","PRAMEF10"
"Pramel44","PRAMEF11"
"Pramel44","PRAMEF12"
"Pramel44","PRAMEF13"
"Pramel44","PRAMEF14"
"Pramel44","PRAMEF15"
"Pramel44","PRAMEF17"
"Pramel44","PRAMEF18"
"Pramel44","PRAMEF19"
"Pramel44","PRAMEF2"
"Pramel44","PRAMEF20"
"Pramel44","PRAMEF25"
"Pramel44","PRAMEF26"
"Pramel44","PRAMEF27"
"Pramel44","PRAMEF33"
"Pramel44","PRAMEF4"
"Pramel44","PRAMEF5"
"Pramel44","PRAMEF6"
"Pramel44","PRAMEF7"
"Pramel44","PRAMEF8"
"Pramel40","PRAMEF1"
"Pramel40","PRAMEF10"
"Pramel40","PRAMEF11"
"Pramel40","PRAMEF12"
"Pramel40","PRAMEF13"
"Pramel40","PRAMEF14"
"Pramel40","PRAMEF15"
"Pramel40","PRAMEF17"
"Pramel40","PRAMEF18"
"Pramel40","PRAMEF19"
"Pramel40","PRAMEF2"
"Pramel40","PRAMEF20"
"Pramel40","PRAMEF25"
"Pramel40","PRAMEF26"
"Pramel40","PRAMEF27"
"Pramel40","PRAMEF33"
"Pramel40","PRAMEF4"
"Pramel40","PRAMEF5"
"Pramel40","PRAMEF6"
"Pramel40","PRAMEF7"
"Pramel40","PRAMEF8"
"Pramel50","PRAMEF1"
"Pramel50","PRAMEF10"
"Pramel50","PRAMEF11"
"Pramel50","PRAMEF12"
"Pramel50","PRAMEF13"
"Pramel50","PRAMEF14"
"Pramel50","PRAMEF15"
"Pramel50","PRAMEF17"
"Pramel50","PRAMEF18"
"Pramel50","PRAMEF19"
"Pramel50","PRAMEF2"
"Pramel50","PRAMEF20"
"Pramel50","PRAMEF25"
"Pramel50","PRAMEF26"
"Pramel50","PRAMEF27"
"Pramel50","PRAMEF33"
"Pramel50","PRAMEF4"
"Pramel50","PRAMEF5"
"Pramel50","PRAMEF6"
"Pramel50","PRAMEF7"
"Pramel50","PRAMEF8"
"Pramel46","PRAMEF1"
"Pramel46","PRAMEF10"
"Pramel46","PRAMEF11"
"Pramel46","PRAMEF12"
"Pramel46","PRAMEF13"
"Pramel46","PRAMEF14"
"Pramel46","PRAMEF15"
"Pramel46","PRAMEF17"
"Pramel46","PRAMEF18"
"Pramel46","PRAMEF19"
"Pramel46","PRAMEF2"
"Pramel46","PRAMEF20"
"Pramel46","PRAMEF25"
"Pramel46","PRAMEF26"
"Pramel46","PRAMEF27"
"Pramel46","PRAMEF33"
"Pramel46","PRAMEF4"
"Pramel46","PRAMEF5"
"Pramel46","PRAMEF6"
"Pramel46","PRAMEF7"
"Pramel46","PRAMEF8"
"Pramel20","PRAMEF1"
"Pramel20","PRAMEF10"
"Pramel20","PRAMEF11"
"Pramel20","PRAMEF12"
"Pramel20","PRAMEF13"
"Pramel20","PRAMEF14"
"Pramel20","PRAMEF15"
"Pramel20","PRAMEF17"
"Pramel20","PRAMEF18"
"Pramel20","PRAMEF19"
"Pramel20","PRAMEF2"
"Pramel20","PRAMEF20"
"Pramel20","PRAMEF25"
"Pramel20","PRAMEF26"
"Pramel20","PRAMEF27"
"Pramel20","PRAMEF33"
"Pramel20","PRAMEF4"
"Pramel20","PRAMEF5"
"Pramel20","PRAMEF6"
"Pramel20","PRAMEF7"
"Pramel20","PRAMEF8"
"Pramel15","PRAMEF1"
"Pramel15","PRAMEF10"
"Pramel15","PRAMEF11"
"Pramel15","PRAMEF12"
"Pramel15","PRAMEF13"
"Pramel15","PRAMEF14"
"Pramel15","PRAMEF15"
"Pramel15","PRAMEF17"
"Pramel15","PRAMEF18"
"Pramel15","PRAMEF19"
"Pramel15","PRAMEF2"
"Pramel15","PRAMEF20"
"Pramel15","PRAMEF25"
"Pramel15","PRAMEF26"
"Pramel15","PRAMEF27"
"Pramel15","PRAMEF33"
"Pramel15","PRAMEF4"
"Pramel15","PRAMEF5"
"Pramel15","PRAMEF6"
"Pramel15","PRAMEF7"
"Pramel15","PRAMEF8"
"Pramel61","PRAMEF1"
"Pramel61","PRAMEF10"
"Pramel61","PRAMEF11"
"Pramel61","PRAMEF12"
"Pramel61","PRAMEF13"
"Pramel61","PRAMEF14"
"Pramel61","PRAMEF15"
"Pramel61","PRAMEF17"
"Pramel61","PRAMEF18"
"Pramel61","PRAMEF19"
"Pramel61","PRAMEF2"
"Pramel61","PRAMEF20"
"Pramel61","PRAMEF25"
"Pramel61","PRAMEF26"
"Pramel61","PRAMEF27"
"Pramel61","PRAMEF33"
"Pramel61","PRAMEF4"
"Pramel61","PRAMEF5"
"Pramel61","PRAMEF6"
"Pramel61","PRAMEF7"
"Pramel61","PRAMEF8"
"Pramel32","PRAMEF1"
"Pramel32","PRAMEF10"
"Pramel32","PRAMEF11"
"Pramel32","PRAMEF12"
"Pramel32","PRAMEF13"
"Pramel32","PRAMEF14"
"Pramel32","PRAMEF15"
"Pramel32","PRAMEF17"
"Pramel32","PRAMEF18"
"Pramel32","PRAMEF19"
"Pramel32","PRAMEF2"
"Pramel32","PRAMEF20"
"Pramel32","PRAMEF25"
"Pramel32","PRAMEF26"
"Pramel32","PRAMEF27"
"Pramel32","PRAMEF33"
"Pramel32","PRAMEF4"
"Pramel32","PRAMEF5"
"Pramel32","PRAMEF6"
"Pramel32","PRAMEF7"
"Pramel32","PRAMEF8"
"Gm13040","PRAMEF1"
"Gm13040","PRAMEF10"
"Gm13040","PRAMEF11"
"Gm13040","PRAMEF12"
"Gm13040","PRAMEF13"
"Gm13040","PRAMEF14"
"Gm13040","PRAMEF15"
"Gm13040","PRAMEF17"
"Gm13040","PRAMEF18"
"Gm13040","PRAMEF19"
"Gm13040","PRAMEF2"
"Gm13040","PRAMEF20"
"Gm13040","PRAMEF25"
"Gm13040","PRAMEF26"
"Gm13040","PRAMEF27"
"Gm13040","PRAMEF33"
"Gm13040","PRAMEF4"
"Gm13040","PRAMEF5"
"Gm13040","PRAMEF6"
"Gm13040","PRAMEF7"
"Gm13040","PRAMEF8"
"Pramel54","PRAMEF1"
"Pramel54","PRAMEF10"
"Pramel54","PRAMEF11"
"Pramel54","PRAMEF12"
"Pramel54","PRAMEF13"
"Pramel54","PRAMEF14"
"Pramel54","PRAMEF15"
"Pramel54","PRAMEF17"
"Pramel54","PRAMEF18"
"Pramel54","PRAMEF19"
"Pramel54","PRAMEF2"
"Pramel54","PRAMEF20"
"Pramel54","PRAMEF25"
"Pramel54","PRAMEF26"
"Pramel54","PRAMEF27"
"Pramel54","PRAMEF33"
"Pramel54","PRAMEF4"
"Pramel54","PRAMEF5"
"Pramel54","PRAMEF6"
"Pramel54","PRAMEF7"
"Pramel54","PRAMEF8"
"Pramel12","PRAMEF1"
"Pramel12","PRAMEF10"
"Pramel12","PRAMEF11"
"Pramel12","PRAMEF12"
"Pramel12","PRAMEF13"
"Pramel12","PRAMEF14"
"Pramel12","PRAMEF15"
"Pramel12","PRAMEF17"
"Pramel12","PRAMEF18"
"Pramel12","PRAMEF19"
"Pramel12","PRAMEF2"
"Pramel12","PRAMEF20"
"Pramel12","PRAMEF25"
"Pramel12","PRAMEF26"
"Pramel12","PRAMEF27"
"Pramel12","PRAMEF33"
"Pramel12","PRAMEF4"
"Pramel12","PRAMEF5"
"Pramel12","PRAMEF6"
"Pramel12","PRAMEF7"
"Pramel12","PRAMEF8"
"Pramel21","PRAMEF1"
"Pramel21","PRAMEF10"
"Pramel21","PRAMEF11"
"Pramel21","PRAMEF12"
"Pramel21","PRAMEF13"
"Pramel21","PRAMEF14"
"Pramel21","PRAMEF15"
"Pramel21","PRAMEF17"
"Pramel21","PRAMEF18"
"Pramel21","PRAMEF19"
"Pramel21","PRAMEF2"
"Pramel21","PRAMEF20"
"Pramel21","PRAMEF25"
"Pramel21","PRAMEF26"
"Pramel21","PRAMEF27"
"Pramel21","PRAMEF33"
"Pramel21","PRAMEF4"
"Pramel21","PRAMEF5"
"Pramel21","PRAMEF6"
"Pramel21","PRAMEF7"
"Pramel21","PRAMEF8"
"Pramel5","PRAMEF1"
"Pramel5","PRAMEF10"
"Pramel5","PRAMEF11"
"Pramel5","PRAMEF12"
"Pramel5","PRAMEF13"
"Pramel5","PRAMEF14"
"Pramel5","PRAMEF15"
"Pramel5","PRAMEF17"
"Pramel5","PRAMEF18"
"Pramel5","PRAMEF19"
"Pramel5","PRAMEF2"
"Pramel5","PRAMEF20"
"Pramel5","PRAMEF25"
"Pramel5","PRAMEF26"
"Pramel5","PRAMEF27"
"Pramel5","PRAMEF33"
"Pramel5","PRAMEF4"
"Pramel5","PRAMEF5"
"Pramel5","PRAMEF6"
"Pramel5","PRAMEF7"
"Pramel5","PRAMEF8"
"Pramel11","PRAMEF1"
"Pramel11","PRAMEF10"
"Pramel11","PRAMEF11"
"Pramel11","PRAMEF12"
"Pramel11","PRAMEF13"
"Pramel11","PRAMEF14"
"Pramel11","PRAMEF15"
"Pramel11","PRAMEF17"
"Pramel11","PRAMEF18"
"Pramel11","PRAMEF19"
"Pramel11","PRAMEF2"
"Pramel11","PRAMEF20"
"Pramel11","PRAMEF25"
"Pramel11","PRAMEF26"
"Pramel11","PRAMEF27"
"Pramel11","PRAMEF33"
"Pramel11","PRAMEF4"
"Pramel11","PRAMEF5"
"Pramel11","PRAMEF6"
"Pramel11","PRAMEF7"
"Pramel11","PRAMEF8"
"Pramel41","PRAMEF1"
"Pramel41","PRAMEF10"
"Pramel41","PRAMEF11"
"Pramel41","PRAMEF12"
"Pramel41","PRAMEF13"
"Pramel41","PRAMEF14"
"Pramel41","PRAMEF15"
"Pramel41","PRAMEF17"
"Pramel41","PRAMEF18"
"Pramel41","PRAMEF19"
"Pramel41","PRAMEF2"
"Pramel41","PRAMEF20"
"Pramel41","PRAMEF25"
"Pramel41","PRAMEF26"
"Pramel41","PRAMEF27"
"Pramel41","PRAMEF33"
"Pramel41","PRAMEF4"
"Pramel41","PRAMEF5"
"Pramel41","PRAMEF6"
"Pramel41","PRAMEF7"
"Pramel41","PRAMEF8"
"Pramel16","PRAMEF1"
"Pramel16","PRAMEF10"
"Pramel16","PRAMEF11"
"Pramel16","PRAMEF12"
"Pramel16","PRAMEF13"
"Pramel16","PRAMEF14"
"Pramel16","PRAMEF15"
"Pramel16","PRAMEF17"
"Pramel16","PRAMEF18"
"Pramel16","PRAMEF19"
"Pramel16","PRAMEF2"
"Pramel16","PRAMEF20"
"Pramel16","PRAMEF25"
"Pramel16","PRAMEF26"
"Pramel16","PRAMEF27"
"Pramel16","PRAMEF33"
"Pramel16","PRAMEF4"
"Pramel16","PRAMEF5"
"Pramel16","PRAMEF6"
"Pramel16","PRAMEF7"
"Pramel16","PRAMEF8"
"Pramel37","PRAMEF1"
"Pramel37","PRAMEF10"
"Pramel37","PRAMEF11"
"Pramel37","PRAMEF12"
"Pramel37","PRAMEF13"
"Pramel37","PRAMEF14"
"Pramel37","PRAMEF15"
"Pramel37","PRAMEF17"
"Pramel37","PRAMEF18"
"Pramel37","PRAMEF19"
"Pramel37","PRAMEF2"
"Pramel37","PRAMEF20"
"Pramel37","PRAMEF25"
"Pramel37","PRAMEF26"
"Pramel37","PRAMEF27"
"Pramel37","PRAMEF33"
"Pramel37","PRAMEF4"
"Pramel37","PRAMEF5"
"Pramel37","PRAMEF6"
"Pramel37","PRAMEF7"
"Pramel37","PRAMEF8"
"Pramel31","PRAMEF1"
"Pramel31","PRAMEF10"
"Pramel31","PRAMEF11"
"Pramel31","PRAMEF12"
"Pramel31","PRAMEF13"
"Pramel31","PRAMEF14"
"Pramel31","PRAMEF15"
"Pramel31","PRAMEF17"
"Pramel31","PRAMEF18"
"Pramel31","PRAMEF19"
"Pramel31","PRAMEF2"
"Pramel31","PRAMEF20"
"Pramel31","PRAMEF25"
"Pramel31","PRAMEF26"
"Pramel31","PRAMEF27"
"Pramel31","PRAMEF33"
"Pramel31","PRAMEF4"
"Pramel31","PRAMEF5"
"Pramel31","PRAMEF6"
"Pramel31","PRAMEF7"
"Pramel31","PRAMEF8"
"Pramel36","PRAMEF1"
"Pramel36","PRAMEF10"
"Pramel36","PRAMEF11"
"Pramel36","PRAMEF12"
"Pramel36","PRAMEF13"
"Pramel36","PRAMEF14"
"Pramel36","PRAMEF15"
"Pramel36","PRAMEF17"
"Pramel36","PRAMEF18"
"Pramel36","PRAMEF19"
"Pramel36","PRAMEF2"
"Pramel36","PRAMEF20"
"Pramel36","PRAMEF25"
"Pramel36","PRAMEF26"
"Pramel36","PRAMEF27"
"Pramel36","PRAMEF33"
"Pramel36","PRAMEF4"
"Pramel36","PRAMEF5"
"Pramel36","PRAMEF6"
"Pramel36","PRAMEF7"
"Pramel36","PRAMEF8"
"Pramel53","PRAMEF1"
"Pramel53","PRAMEF10"
"Pramel53","PRAMEF11"
"Pramel53","PRAMEF12"
"Pramel53","PRAMEF13"
"Pramel53","PRAMEF14"
"Pramel53","PRAMEF15"
"Pramel53","PRAMEF17"
"Pramel53","PRAMEF18"
"Pramel53","PRAMEF19"
"Pramel53","PRAMEF2"
"Pramel53","PRAMEF20"
"Pramel53","PRAMEF25"
"Pramel53","PRAMEF26"
"Pramel53","PRAMEF27"
"Pramel53","PRAMEF33"
"Pramel53","PRAMEF4"
"Pramel53","PRAMEF5"
"Pramel53","PRAMEF6"
"Pramel53","PRAMEF7"
"Pramel53","PRAMEF8"
"Gm13043","PRAMEF1"
"Gm13043","PRAMEF10"
"Gm13043","PRAMEF11"
"Gm13043","PRAMEF12"
"Gm13043","PRAMEF13"
"Gm13043","PRAMEF14"
"Gm13043","PRAMEF15"
"Gm13043","PRAMEF17"
"Gm13043","PRAMEF18"
"Gm13043","PRAMEF19"
"Gm13043","PRAMEF2"
"Gm13043","PRAMEF20"
"Gm13043","PRAMEF25"
"Gm13043","PRAMEF26"
"Gm13043","PRAMEF27"
"Gm13043","PRAMEF33"
"Gm13043","PRAMEF4"
"Gm13043","PRAMEF5"
"Gm13043","PRAMEF6"
"Gm13043","PRAMEF7"
"Gm13043","PRAMEF8"
"Pramel30","PRAMEF1"
"Pramel30","PRAMEF10"
"Pramel30","PRAMEF11"
"Pramel30","PRAMEF12"
"Pramel30","PRAMEF13"
"Pramel30","PRAMEF14"
"Pramel30","PRAMEF15"
"Pramel30","PRAMEF17"
"Pramel30","PRAMEF18"
"Pramel30","PRAMEF19"
"Pramel30","PRAMEF2"
"Pramel30","PRAMEF20"
"Pramel30","PRAMEF25"
"Pramel30","PRAMEF26"
"Pramel30","PRAMEF27"
"Pramel30","PRAMEF33"
"Pramel30","PRAMEF4"
"Pramel30","PRAMEF5"
"Pramel30","PRAMEF6"
"Pramel30","PRAMEF7"
"Pramel30","PRAMEF8"
"Pramel28","PRAMEF1"
"Pramel28","PRAMEF10"
"Pramel28","PRAMEF11"
"Pramel28","PRAMEF12"
"Pramel28","PRAMEF13"
"Pramel28","PRAMEF14"
"Pramel28","PRAMEF15"
"Pramel28","PRAMEF17"
"Pramel28","PRAMEF18"
"Pramel28","PRAMEF19"
"Pramel28","PRAMEF2"
"Pramel28","PRAMEF20"
"Pramel28","PRAMEF25"
"Pramel28","PRAMEF26"
"Pramel28","PRAMEF27"
"Pramel28","PRAMEF33"
"Pramel28","PRAMEF4"
"Pramel28","PRAMEF5"
"Pramel28","PRAMEF6"
"Pramel28","PRAMEF7"
"Pramel28","PRAMEF8"
"Pramel43","PRAMEF1"
"Pramel43","PRAMEF10"
"Pramel43","PRAMEF11"
"Pramel43","PRAMEF12"
"Pramel43","PRAMEF13"
"Pramel43","PRAMEF14"
"Pramel43","PRAMEF15"
"Pramel43","PRAMEF17"
"Pramel43","PRAMEF18"
"Pramel43","PRAMEF19"
"Pramel43","PRAMEF2"
"Pramel43","PRAMEF20"
"Pramel43","PRAMEF25"
"Pramel43","PRAMEF26"
"Pramel43","PRAMEF27"
"Pramel43","PRAMEF33"
"Pramel43","PRAMEF4"
"Pramel43","PRAMEF5"
"Pramel43","PRAMEF6"
"Pramel43","PRAMEF7"
"Pramel43","PRAMEF8"
"Pramel19","PRAMEF1"
"Pramel19","PRAMEF10"
"Pramel19","PRAMEF11"
"Pramel19","PRAMEF12"
"Pramel19","PRAMEF13"
"Pramel19","PRAMEF14"
"Pramel19","PRAMEF15"
"Pramel19","PRAMEF17"
"Pramel19","PRAMEF18"
"Pramel19","PRAMEF19"
"Pramel19","PRAMEF2"
"Pramel19","PRAMEF20"
"Pramel19","PRAMEF25"
"Pramel19","PRAMEF26"
"Pramel19","PRAMEF27"
"Pramel19","PRAMEF33"
"Pramel19","PRAMEF4"
"Pramel19","PRAMEF5"
"Pramel19","PRAMEF6"
"Pramel19","PRAMEF7"
"Pramel19","PRAMEF8"
"Pramel56","PRAMEF15"
"Pramel56","PRAMEF20"
"Pramel56","PRAMEF4"
"Pramel38","PRAMEF15"
"Pramel38","PRAMEF20"
"Pramel38","PRAMEF4"
"Pramel47","PRAMEF15"
"Pramel47","PRAMEF20"
"Pramel47","PRAMEF4"
"Pramel34","PRAMEF15"
"Pramel34","PRAMEF20"
"Pramel34","PRAMEF4"
"Pramel35","PRAMEF15"
"Pramel35","PRAMEF20"
"Pramel35","PRAMEF4"
"Pramel55","PRAMEF15"
"Pramel55","PRAMEF20"
"Pramel55","PRAMEF4"
"Pramel57","PRAMEF15"
"Pramel57","PRAMEF20"
"Pramel57","PRAMEF4"
"Pramel42","PRAMEF15"
"Pramel42","PRAMEF20"
"Pramel42","PRAMEF4"
"Pramel48","PRAMEF15"
"Pramel48","PRAMEF20"
"Pramel48","PRAMEF4"
"Pramel60","PRAMEF15"
"Pramel60","PRAMEF20"
"Pramel60","PRAMEF4"
"Prap1","PRAP1"
"Prp2","PRB1"
"Prp2","PRB2"
"Prp2","PRB3"
"Prp2","PRB4"
"Prb1c","PRB1"
"Prb1c","PRB2"
"Prb1c","PRB3"
"Prb1c","PRB4"
"Prb1c","PRH1"
"Prb1c","PRH2"
"Prh1","PRB1"
"Prh1","PRB2"
"Prh1","PRB3"
"Prh1","PRB4"
"Prb1b","PRB1"
"Prb1b","PRB2"
"Prb1b","PRB3"
"Prb1b","PRB4"
"Prb1b","PRH1"
"Prb1b","PRH2"
"Prb1a","PRB2"
"Prb1a","PRR4"
"Prcd","PRCD"
"Prdm16os","PRDM16-DT"
"Prdm4","PRDM4"
"Prelid2","PRELID2"
"Prex1","PREX1"
"Prg2","PRG2"
"Prg3","PRG3"
"Prickle4","PRICKLE4"
"Prkar2b","PRKAR2B"
"Prm1","PRM1"
"Prm2","PRM2"
"Prm3","PRM3"
"Prnd","PRND"
"Procr","PROCR"
"Proser2","PROSER2"
"Prpf40b","PRPF40B"
"Prpf6","PRPF6"
"Prps2","PRPS2"
"Prr15","PRR15"
"Prr19","PRR19"
"Prr22","PRR22"
"Prr23a3","PRR23A"
"Prr23a3","PRR23B"
"Prr23a3","PRR23C"
"Prr23a1","PRR23A"
"Prr23a1","PRR23B"
"Prr23a1","PRR23C"
"Prr23a2","PRR23A"
"Prr23a2","PRR23B"
"Prr23a2","PRR23C"
"Prr23a4","PRR23A"
"Prr23a4","PRR23B"
"Prr23a4","PRR23C"
"Prr23a4","PRR23D1"
"Prr23a4","PRR23D2"
"Prr23a4","PRR23E"
"Prr27","PRR27"
"Prr29","PRR29"
"Prr3","PRR3"
"Prr30","PRR30"
"Prr32","PRR32"
"Prr7","PRR7"
"Prr9","PRR9"
"Prrc2a","PRRC2A"
"Prrg3","PRRG3"
"Prrt1b","PRRT1B"
"Prrx2","PRRX2"
"Prss21","PRSS21"
"Prss22","PRSS22"
"Prss33","PRSS33"
"Prss36","PRSS36"
"Prss37","PRSS37"
"Prss38","PRSS38"
"Prss40","PRSS40A"
"Prss40","PRSS40B"
"Prss41","PRSS41"
"Prss42","PRSS42P"
"Prss45","PRSS45P"
"Prss48","PRSS48"
"Prss51","PRSS51"
"Prss52","PRSS52P"
"Prss53","PRSS53"
"Prss54","PRSS54"
"Prss55","PRSS55"
"Prss57","PRSS57"
"Prss58","PRSS58"
"Prss59","PRSS59P"
"Prtn3","PRTN3"
"Psapl1","PSAPL1"
"Psca","PSCA"
"Psd4","PSD4"
"Psors1c2","PSORS1C2"
"Pspn","PSPN"
"Psrc1","PSRC1"
"Pstk","PSTK"
"Ptcd1","PTCD1"
"Ptchd1","PTCHD1"
"Ptcra","PTCRA"
"Ptgdr","PTGDR"
"Ptgdr2","PTGDR2"
"Ptgr3","PTGR3"
"Ptms","PTMS"
"Ptpn14","PTPN14"
"Ptprcap","PTPRCAP"
"Ptprjos1","PTPRJ-AS1"
"Ptprv","PTPRVP"
"Pttg1ip2","PTTG1IP2"
"Pum3","PUM3"
"Pvrig","PVRIG"
"Pvt1","PVT1"
"Pxdn","PXDN"
"Pxt1","PXT1"
"Pygo2","PYGO2"
"Qprt","QPRT"
"Qrfp","QRFP"
"Qrich2","QRICH2"
"R3hdm2","R3HDM2"
"Rab11bos1","RAB11B-AS1"
"Rab11fip2","RAB11FIP2"
"Rab17","RAB17"
"Rab26","RAB26"
"Rab29","RAB29"
"Rab2b","RAB2B"
"Rab5if","RAB5IF"
"Rab7b","RAB7B"
"Rabgap1","RABGAP1"
"Rad51ap2","RAD51AP2"
"Rad54b","RAD54B"
"Raet1d","RAET1E"
"Raet1d","RAET1G"
"Raet1d","RAET1L"
"Raet1d","ULBP2"
"H60b","RAET1E"
"Raet1c","RAET1E"
"Raet1e","RAET1E"
"Raet1e","RAET1G"
"Raet1e","RAET1L"
"Raet1a","RAET1E"
"Raet1a","RAET1G"
"Raet1a","RAET1L"
"Raet1b","RAET1E"
"Raet1b","RAET1G"
"Raet1b","RAET1L"
"Rai1","RAI1"
"Ramacl","RAMAC"
"Ramacl","RAMACL"
"Ramac","RAMAC"
"Ramac","RAMACL"
"Ramp3","RAMP3"
"Ranbp17","RANBP17"
"Ranbp3l","RANBP3L"
"Ranbp6","RANBP6"
"Rarb","RARB"
"Rasa4","RASA4"
"Rasa4","RASA4B"
"Rasal1","RASAL1"
"Rasgef1a","RASGEF1A"
"Rasgef1c","RASGEF1C"
"Rasgrp1","RASGRP1"
"Rassf4","RASSF4"
"Rbak","RBAK"
"Rbbp8nl","RBBP8NL"
"Rbmyf5","RBMY1A1"
"Rbmyf5","RBMY1B"
"Rbmyf5","RBMY1C"
"Rbmyf5","RBMY1D"
"Rbmyf5","RBMY1E"
"Rbmyf5","RBMY1F"
"Rbmyf5","RBMY1J"
"Rbmyf3","RBMY1A1"
"Rbmyf3","RBMY1B"
"Rbmyf3","RBMY1C"
"Rbmyf3","RBMY1D"
"Rbmyf3","RBMY1E"
"Rbmyf3","RBMY1F"
"Rbmyf3","RBMY1J"
"Rbmyf7","RBMY1A1"
"Rbmyf7","RBMY1B"
"Rbmyf7","RBMY1C"
"Rbmyf7","RBMY1D"
"Rbmyf7","RBMY1E"
"Rbmyf7","RBMY1F"
"Rbmyf7","RBMY1J"
"Rbmyf1","RBMY1A1"
"Rbmyf1","RBMY1B"
"Rbmyf1","RBMY1C"
"Rbmyf1","RBMY1D"
"Rbmyf1","RBMY1E"
"Rbmyf1","RBMY1F"
"Rbmyf1","RBMY1J"
"Rbmyf2","RBMY1A1"
"Rbmyf2","RBMY1B"
"Rbmyf2","RBMY1C"
"Rbmyf2","RBMY1D"
"Rbmyf2","RBMY1E"
"Rbmyf2","RBMY1F"
"Rbmyf2","RBMY1J"
"Rbmy","RBMY1A1"
"Rbmy","RBMY1B"
"Rbmy","RBMY1C"
"Rbmy","RBMY1D"
"Rbmy","RBMY1E"
"Rbmy","RBMY1F"
"Rbmy","RBMY1J"
"Rbmyf8","RBMY1A1"
"Rbmyf8","RBMY1B"
"Rbmyf8","RBMY1C"
"Rbmyf8","RBMY1D"
"Rbmyf8","RBMY1E"
"Rbmyf8","RBMY1F"
"Rbmyf8","RBMY1J"
"Rbmyf9","RBMY1A1"
"Rbmyf9","RBMY1B"
"Rbmyf9","RBMY1C"
"Rbmyf9","RBMY1D"
"Rbmyf9","RBMY1E"
"Rbmyf9","RBMY1F"
"Rbmyf9","RBMY1J"
"Rbmyf6","RBMY1A1"
"Rbmyf6","RBMY1B"
"Rbmyf6","RBMY1C"
"Rbmyf6","RBMY1D"
"Rbmyf6","RBMY1E"
"Rbmyf6","RBMY1F"
"Rbmyf6","RBMY1J"
"Rbsn","RBSN"
"Rcbtb2","RCBTB2"
"Rdh7","RDH16"
"Rdh16","RDH16"
"Rdh9","RDH16"
"Rdh19","RDH16"
"Rdh16f2","RDH16"
"Rdx","RDX"
"Redic1","REDIC1"
"Reep4","REEP4"
"Reno1","RENO1"
"Rep15","REP15"
"Repin1","REPIN1"
"Resf1","RESF1"
"Resp18","RESP18"
"Retn","RETN"
"Retnlg","RETNLB"
"Retnlb","RETNLB"
"Retnla","RETNLB"
"Rexo2","REXO2"
"Rexo5","REXO5"
"Rfpl4","RFPL1"
"Rfpl4","RFPL2"
"Rfpl4","RFPL3"
"Rfpl4","RFPL4A"
"Rfpl4","RFPL4AL1"
"Rfpl4b","RFPL4B"
"Rfx8","RFX8"
"Rgs10","RGS10"
"Rgs22","RGS22"
"Rgsl1","RGSL1"
"Rhbdf2","RHBDF2"
"Rhob","RHOB"
"Rhox12","RHOXF1"
"Rhox13","RHOXF1"
"Rhox10","RHOXF1"
"Rhox11","RHOXF1"
"Rhox11","RHOXF2B"
"Rhox4g","RHOXF2"
"Rhox4g","RHOXF2B"
"Rhox3c","RHOXF2B"
"Rhox2g","RHOXF2B"
"Rhox3a","RHOXF2B"
"Rhox3e","RHOXF2B"
"Rhox3a2","RHOXF2B"
"Ribc2","RIBC2"
"Riiad1","RIIAD1"
"Rimbp3","RIMBP3"
"Rimbp3","RIMBP3B"
"Rimbp3","RIMBP3C"
"Ring1","RING1"
"Riok2","RIOK2"
"Rit2","RIT2"
"Rita1","RITA1"
"Rln1","RLN1"
"Rln1","RLN2"
"Rmdn2","RMDN2"
"Rmnd5a","RMND5A"
"Rmrp","RMRP"
"Rn7sk","RN7SK"
"Rnase10","RNASE10"
"Rnase11","RNASE11"
"Rnase12","RNASE12"
"Rnase13","RNASE13"
"Ear6","RNASE2"
"Ear6","RNASE3"
"Ear14","RNASE2"
"Ear14","RNASE3"
"Ear10","RNASE2"
"Ear10","RNASE3"
"Ear4","RNASE2"
"Ear4","RNASE3"
"Rnase2b","RNASE2"
"Rnase2b","RNASE3"
"Rnase2a","RNASE2"
"Rnase2a","RNASE3"
"Ear1","RNASE2"
"Ear1","RNASE3"
"Ear2","RNASE2"
"Ear2","RNASE3"
"Ear3","RNASE2"
"Ear3","RNASE3"
"Rnase6","RNASE6"
"Rnase9","RNASE9"
"Rnasel","RNASEL"
"Rnf112","RNF112"
"Rnf123","RNF123"
"Rnf125","RNF125"
"Rnf135","RNF135"
"Rnf138","RNF138"
"Rnf148","RNF148"
"Rnf149","RNF149"
"Rnf166","RNF166"
"Rnf186","RNF186"
"Rnf187","RNF187"
"Rnf212b","RNF212B"
"Rnf217","RNF217"
"Rnf222","RNF222"
"Rnf223","RNF223"
"Rnf227","RNF227"
"Gm2102","RNF228"
"Rnf26rt","RNF26"
"Rnf39","RNF39"
"Rnf40","RNF40"
"Rnf43","RNF43"
"Rnu11","RNU11"
"Rny1","RNY1"
"Ropn1","ROPN1"
"Ropn1","ROPN1B"
"Rp1","RP1"
"Rpap3","RPAP3"
"Rph3al","RPH3AL"
"Rpl37rt","RPL37"
"Rpl37","RPL37"
"Rpl3l","RPL3L"
"Rpl41","RPL41"
"Rpph1","RPPH1"
"Rps6ka2","RPS6KA2"
"Rps6kb2","RPS6KB2"
"Rptn","RPTN"
"Rpusd3","RPUSD3"
"Rrp1","RRP1"
"Rsbn1","RSBN1"
"Rsbn1l","RSBN1L"
"Rsc1a1","RSC1A1"
